,uniq_Op,uniq_Opnd,total_Op,total_Opnd,branchCount,defects
7921,12,10,27,21,5,False
7922,22,16,55,37,11,False
7923,15,17,42,36,11,False
7924,14,15,57,37,13,False
7925,14,16,57,38,13,False
7926,0,0,0,0,5,False
7927,19,12,45,26,9,False
7928,19,11,43,27,9,False
7929,18,20,56,46,9,False
7930,6,3,9,4,3,False
7931,10,6,13,7,5,False
7932,9,6,11,7,5,False
7933,23,17,88,53,17,False
7934,6,17,29,26,1,False
7935,6,13,21,19,1,False
7937,26,33,113,73,23,False
7938,19,15,133,62,21,False
7939,8,5,13,9,3,False
7940,6,4,46,26,1,False
7941,24,19,69,45,13,False
7943,6,3,11,5,1,False
7944,18,22,79,63,15,False
7945,12,11,42,37,7,False
7946,10,9,24,15,3,False
7947,17,10,40,23,7,False
7948,10,9,24,16,7,False
7949,0,0,0,0,31,False
7950,5,2,13,6,1,False
7951,17,8,47,21,5,False
7952,17,11,41,24,7,False
7953,7,4,36,20,1,False
7954,0,0,0,0,5,False
7955,12,8,30,20,9,False
7956,6,6,10,7,3,False
7957,0,0,0,0,17,False
7959,16,28,191,175,7,False
7960,18,23,121,87,11,False
7961,0,0,0,0,143,False
7962,8,7,15,10,1,False
7963,0,0,0,0,19,False
7964,15,12,43,22,9,False
7967,12,58,183,147,1,False
7968,12,48,133,104,1,False
7969,16,34,118,92,7,False
7970,14,35,110,95,9,False
7971,20,47,184,145,13,False
7972,14,50,112,93,13,False
7973,18,67,204,191,9,False
7974,7,18,42,35,3,False
7975,14,13,30,23,5,False
7976,8,11,19,16,3,False
7977,17,13,46,24,15,False
7979,13,13,39,30,9,False
7980,13,7,25,15,7,False
7981,11,7,22,14,5,False
7982,16,7,39,25,11,False
7983,19,26,96,68,19,False
7984,11,5,17,5,3,False
7985,7,4,11,6,3,False
7986,12,6,15,7,5,False
7987,13,12,26,27,5,False
7988,11,9,21,20,7,False
7989,7,6,9,9,3,False
7990,3,8,17,8,1,False
7991,4,4,6,4,1,False
7992,7,6,33,28,5,False
7993,4,2,10,6,1,False
7994,9,6,11,10,3,False
7995,5,2,6,2,3,False
7996,16,62,109,97,9,False
7997,19,32,127,73,35,False
7998,14,8,20,13,7,False
7999,11,5,16,6,3,False
8000,12,6,17,7,3,False
8001,12,7,16,8,5,False
8002,12,53,143,121,9,False
8003,9,15,31,19,5,False
8004,6,8,15,12,3,False
8005,16,19,79,50,13,False
8006,5,10,38,24,1,False
8007,15,18,156,98,13,False
8008,15,16,36,26,7,False
8009,14,27,93,76,13,False
8010,21,15,48,31,13,False
8011,11,11,27,21,5,False
8012,7,12,27,24,3,False
8013,5,5,9,7,1,False
8014,10,6,13,8,5,False
8016,7,6,15,9,3,False
8017,19,53,225,228,13,False
8019,8,4,9,5,3,False
8020,4,4,6,5,1,False
8021,9,9,17,15,5,False
8026,14,21,40,29,3,False
8027,14,16,44,33,3,False
8028,0,0,0,0,7,False
8029,18,19,47,33,11,False
8031,16,14,46,35,17,False
8032,7,5,10,8,5,False
8033,10,30,71,59,19,False
8034,0,0,0,0,7,False
8035,11,6,15,7,5,False
8036,4,4,5,4,1,False
8038,14,10,40,26,11,False
8039,13,8,34,24,9,False
8040,0,0,0,0,15,False
8041,18,25,69,53,13,False
8042,4,8,11,10,1,False
8043,11,8,26,19,7,False
8045,4,8,13,11,1,False
8046,14,19,48,38,9,False
8047,7,7,16,8,3,False
8048,15,11,95,56,15,False
8049,10,12,39,30,5,False
8050,6,15,30,32,1,False
8051,8,8,16,14,3,False
8052,7,17,29,27,3,False
8053,7,10,11,11,3,False
8054,13,19,39,23,5,False
8055,5,6,17,14,1,False
8056,5,4,13,10,3,False
8057,0,0,0,0,17,False
8058,0,0,0,0,17,False
8059,0,0,0,0,17,False
8060,0,0,0,0,15,False
8061,0,0,0,0,21,False
8062,20,47,198,152,23,False
8063,0,0,0,0,11,False
8064,27,32,186,112,31,False
8065,15,37,123,87,19,False
8066,6,4,10,8,3,False
8068,4,14,21,19,1,False
8069,4,14,21,19,1,False
8070,8,13,48,43,3,False
8071,13,8,57,33,7,False
8072,11,5,45,20,5,False
8074,5,2,7,4,1,False
8079,13,10,149,104,21,False
8080,8,6,14,7,1,False
8081,0,0,0,0,7,False
8082,15,79,157,132,15,False
8083,0,0,0,0,13,False
8084,0,0,0,0,13,False
8086,1,0,1,0,1,False
8087,15,14,39,27,5,False
8089,20,43,270,146,89,False
8090,22,26,93,51,27,False
8091,13,11,32,28,7,False
8092,8,9,21,16,1,False
8093,18,11,65,39,19,False
8094,16,18,40,25,5,False
8095,16,11,57,30,13,False
8096,0,0,0,0,19,False
8097,13,11,34,17,6,False
8098,0,0,0,0,11,False
8099,15,9,34,28,11,False
8100,14,6,71,28,10,False
8102,18,24,266,103,33,False
8103,14,12,59,25,6,False
8105,10,16,26,21,3,False
8106,6,8,11,10,1,False
8108,4,8,10,8,1,False
8109,4,13,21,20,1,False
8111,8,11,54,29,15,False
8112,18,9,56,30,17,False
8113,19,13,67,37,19,False
8114,18,12,59,35,17,False
8115,18,10,41,25,13,False
8116,18,12,60,35,17,False
8117,18,22,65,47,19,False
8119,8,20,27,23,3,False
8120,7,6,13,6,3,False
8121,12,10,29,16,5,False
8122,0,0,0,0,5,False
8124,11,7,83,51,11,False
8125,11,16,39,31,7,False
8126,12,15,29,21,7,False
8127,9,9,16,12,9,False
8128,11,13,43,37,15,False
8130,9,10,34,30,5,False
8131,14,19,77,56,22,False
8132,11,15,35,32,15,False
8133,12,15,39,33,9,False
8134,5,7,10,9,1,False
8135,11,11,28,14,5,False
8137,11,8,48,25,9,False
8138,0,0,0,0,7,False
8145,15,11,52,35,13,False
8146,11,7,17,15,7,False
8147,13,8,36,26,11,False
8148,13,13,38,21,5,False
8149,12,10,44,28,3,False
8150,13,11,34,17,5,False
8151,0,0,0,0,29,False
8152,12,10,29,16,3,False
8153,15,15,37,23,5,False
8154,4,2,11,4,1,False
8155,7,13,19,15,3,False
8156,5,2,7,4,1,False
8157,4,2,4,2,1,False
8158,5,11,30,29,1,False
8159,6,6,16,9,1,False
8161,3,0,3,0,1,False
8163,4,2,21,8,1,False
8164,18,32,204,123,37,False
8165,8,10,16,11,1,False
8167,7,4,52,29,1,False
8168,4,2,11,4,1,False
8169,4,2,6,2,1,False
8170,4,2,6,2,1,False
8171,4,2,11,4,1,False
8172,4,2,6,2,1,False
8173,12,10,21,12,3,False
8175,13,11,33,19,3,False
8176,16,16,46,28,7,False
8177,14,8,21,11,3,False
8178,3,1,3,1,1,False
8179,17,18,51,33,9,False
8180,11,9,20,11,3,False
8181,14,11,25,15,5,False
8182,10,22,30,27,3,False
8183,14,8,30,17,7,False
8184,14,5,30,17,5,False
8185,13,9,26,20,5,False
8187,22,19,101,60,17,False
8188,14,5,30,17,5,False
8189,18,11,39,20,5,False
8190,19,19,73,41,13,False
8191,12,5,27,10,3,False
8193,12,4,20,7,3,False
8194,15,29,78,65,13,False
8195,24,39,176,143,59,False
8196,8,13,26,21,3,False
8197,14,11,26,21,9,False
8198,15,26,92,74,13,False
8199,17,39,139,115,21,False
8200,15,25,69,55,11,False
8201,21,31,146,97,25,False
8202,22,25,90,68,27,False
8203,22,29,120,76,21,False
8204,7,3,10,5,3,False
8205,15,24,83,60,33,False
8206,15,24,82,60,33,False
8207,9,7,16,9,7,False
8208,9,7,17,9,7,False
8210,9,8,22,11,9,False
8211,8,6,17,8,7,False
8212,9,7,20,9,7,False
8213,9,7,19,9,7,False
8214,9,6,14,7,5,False
8215,9,6,16,7,5,False
8216,9,7,17,9,7,False
8217,11,6,13,10,5,False
8218,8,5,12,6,5,False
8219,7,5,10,5,3,False
8220,8,6,17,8,7,False
8221,14,20,70,50,31,False
8222,17,24,70,59,7,False
8223,10,15,34,24,3,False
8224,4,3,5,4,1,False
8225,13,39,158,142,21,False
8226,13,26,64,64,7,False
8227,12,37,136,122,17,False
8228,13,43,179,160,23,False
8229,15,29,99,87,19,False
8230,15,18,57,43,11,False
8231,20,37,169,136,25,False
8232,11,9,25,14,5,False
8233,4,4,6,5,3,False
8234,12,15,36,31,5,False
8236,8,14,34,31,1,False
8237,13,12,33,18,5,False
8238,6,3,7,4,3,False
8239,13,11,33,21,5,False
8240,13,15,46,37,5,False
8241,12,12,32,25,5,False
8242,14,23,58,48,15,False
8244,7,3,28,16,3,False
8246,10,18,32,27,9,False
8247,13,12,33,17,5,False
8248,10,13,35,22,7,False
8249,7,3,7,3,1,False
8250,9,20,61,41,17,False
8251,14,18,57,18,10,False
8252,5,2,8,4,1,False
8253,5,2,10,5,1,False
8254,6,5,17,10,1,False
8255,13,13,52,30,7,False
8256,15,15,39,27,6,False
8257,15,31,125,98,21,False
8259,5,2,8,4,1,False
8260,6,5,15,9,1,False
8261,12,13,43,26,7,False
8262,13,16,53,36,9,False
8264,16,13,43,22,5,False
8265,13,12,32,19,5,False
8267,13,12,32,19,5,False
8268,9,11,22,14,3,False
8271,9,11,24,15,3,False
8272,15,7,72,47,15,False
8273,23,40,160,109,35,False
8274,10,12,21,17,9,False
8275,24,37,164,114,31,False
8276,0,0,0,0,5,False
8277,0,0,0,0,7,False
8279,?,?,?,?,?,False
8280,0,0,0,0,7,False
8282,0,0,0,0,11,False
8283,0,0,0,0,11,False
8284,15,10,44,29,9,False
8285,17,25,66,62,15,False
8286,16,22,55,45,9,False
8287,22,22,118,83,23,False
8288,23,25,102,77,23,False
8289,0,0,0,0,47,False
8290,16,14,51,29,7,False
8291,18,15,71,33,7,False
8292,22,17,85,44,15,False
8293,18,16,62,39,13,False
8294,0,0,0,0,9,False
8295,0,0,0,0,7,False
8296,0,0,0,0,19,False
8297,16,26,127,92,7,False
8298,13,8,18,10,7,False
8299,25,24,173,95,57,False
8300,0,0,0,0,11,False
8301,0,0,0,0,33,False
8302,22,26,104,76,21,False
8303,0,0,0,0,13,False
8304,18,43,157,135,17,False
8305,15,13,71,51,9,False
8306,13,16,36,21,3,False
8307,13,8,31,24,11,False
8308,7,10,18,15,3,False
8309,10,19,46,36,3,False
8310,9,6,15,12,3,False
8311,9,6,18,14,3,False
8312,9,5,15,12,3,False
8313,6,9,17,12,1,False
8314,14,9,30,20,7,False
8315,9,10,18,13,9,False
8316,7,5,8,5,1,False
8318,10,8,33,24,5,False
8319,0,0,0,0,13,False
8320,30,42,378,180,45,False
8321,16,26,59,34,7,False
8322,0,0,0,0,23,False
8323,19,62,166,139,29,False
8324,8,5,12,6,3,False
8325,11,10,19,13,5,False
8326,16,8,36,19,9,False
8327,9,9,22,19,9,False
8328,6,7,11,7,1,False
8329,3,5,6,5,1,False
8330,13,13,24,19,5,False
8331,7,6,10,9,3,False
8332,5,4,6,5,1,False
8333,7,5,10,9,3,False
8334,10,14,31,27,5,False
8335,0,0,0,0,3,False
8336,19,13,82,52,9,False
8337,10,16,35,23,1,False
8339,0,0,0,0,1,False
8340,16,15,43,26,3,False
8341,14,19,56,37,3,False
8342,0,0,0,0,13,False
8343,11,24,50,34,1,False
8344,19,18,83,44,3,False
8345,11,23,49,33,1,False
8346,19,17,239,96,7,False
8347,14,19,197,74,9,False
8348,20,26,241,124,9,False
8349,9,16,30,19,1,False
8350,9,5,31,12,1,False
8351,22,18,136,78,13,False
8352,9,5,35,14,1,False
8353,14,18,125,57,13,False
8354,14,27,138,84,3,False
8355,18,26,142,69,19,False
8356,9,24,72,45,1,False
8357,12,6,17,8,7,False
8358,16,12,50,19,7,False
8359,7,7,12,10,1,False
8360,14,16,49,30,5,False
8361,21,25,80,47,11,False
8362,17,21,68,37,9,False
8363,10,6,27,12,1,False
8364,12,6,18,8,5,False
8365,0,0,0,0,1,False
8366,17,15,89,38,9,False
8367,15,55,396,238,133,False
8368,28,27,98,54,15,False
8369,25,31,108,80,5,False
8370,11,9,27,15,3,False
8371,15,18,63,36,3,False
8372,11,18,129,61,25,False
8373,16,11,29,18,7,False
8374,13,9,21,13,1,False
8375,15,27,82,59,5,False
8376,13,11,33,15,5,False
8377,10,10,26,15,1,False
8378,9,8,23,13,1,False
8379,12,12,42,19,1,False
8383,9,13,24,15,1,False
8384,10,7,32,14,1,False
8385,9,17,33,23,1,False
8386,10,8,33,15,1,False
8388,13,16,29,26,5,False
8390,7,10,15,12,1,False
8391,14,20,81,42,5,False
8392,9,16,77,43,1,False
8393,12,8,24,13,5,False
8394,22,42,126,104,9,False
8396,0,0,0,0,21,False
8397,0,0,0,0,11,False
8399,11,13,37,20,3,False
8400,4,9,12,11,1,False
8401,9,12,26,24,5,False
8403,5,5,7,5,1,False
8405,15,11,32,16,7,False
8406,8,7,13,9,3,False
8407,11,12,29,18,3,False
8408,6,8,12,10,1,False
8409,15,17,54,30,1,False
8410,14,15,38,24,1,False
8411,13,25,54,38,1,False
8412,32,39,86,57,5,False
8413,10,9,30,18,1,False
8414,20,22,105,54,13,False
8415,10,7,37,19,1,False
8416,16,32,116,73,13,False
8417,11,11,49,30,1,False
8419,13,9,37,17,3,False
8420,12,8,25,11,3,False
8421,10,12,44,19,1,False
8422,10,9,26,13,1,False
8423,13,14,61,26,3,False
8425,15,15,76,31,5,False
8426,13,15,67,28,3,False
8427,11,17,60,27,1,False
8428,11,23,44,31,3,False
8429,14,11,53,27,5,False
8430,11,11,52,26,11,False
8431,8,21,38,28,1,False
8432,17,13,45,26,3,False
8433,8,23,37,29,1,False
8434,11,5,14,6,3,False
8435,9,5,25,10,1,False
8436,16,12,40,23,9,False
8437,15,19,64,44,3,False
8438,19,20,82,41,7,False
8439,11,13,42,22,1,False
8441,9,12,39,21,1,False
8442,9,10,75,45,1,False
8443,9,11,53,26,1,False
8444,4,10,12,12,1,False
8445,19,24,91,45,13,False
8446,11,15,48,27,1,False
8447,9,10,32,17,1,False
8448,0,0,0,0,21,False
8449,23,42,141,111,21,False
8450,14,16,40,24,3,False
8451,11,11,36,20,3,False
8452,12,6,18,7,5,False
8453,12,18,102,49,7,False
8454,9,23,41,34,1,False
8455,0,0,0,0,15,False
8456,17,11,87,52,15,False
8457,12,16,95,52,17,False
8458,6,8,23,18,9,False
8459,16,12,59,25,11,False
8460,4,13,34,31,1,False
8461,18,12,44,20,11,False
8462,8,13,19,14,1,False
8463,14,11,45,20,5,False
8464,0,0,0,0,1,False
8465,8,25,44,35,1,False
8466,12,16,44,24,3,False
8467,12,8,23,10,5,False
8468,9,7,28,14,1,False
8469,0,0,0,0,1,False
8470,4,11,13,13,1,False
8471,14,15,55,44,23,False
8472,14,16,83,66,33,False
8473,15,18,35,27,6,False
8474,14,19,45,40,13,False
8475,4,17,67,67,1,False
8476,14,20,87,70,33,False
8477,4,10,12,12,1,False
8479,4,7,15,12,3,False
8482,14,17,63,50,27,False
8483,5,14,19,19,1,False
8484,0,0,0,0,11,False
8486,13,49,58,75,17,False
8487,4,24,89,89,1,False
8488,4,4,9,6,3,False
8489,13,13,37,30,17,False
8491,15,18,55,32,7,False
8492,15,18,55,32,7,False
8494,9,19,42,27,1,False
8495,9,12,23,16,1,False
8497,11,9,25,12,1,False
8498,12,10,27,13,5,False
8499,10,20,48,28,1,False
8500,8,15,22,16,1,False
8501,12,9,34,22,7,False
8502,13,20,37,30,5,False
8503,12,6,16,8,5,False
8505,16,8,28,11,7,False
8506,11,13,37,21,3,False
8507,12,12,35,19,3,False
8508,10,14,59,31,1,False
8509,12,11,34,18,3,False
8510,12,8,90,35,1,False
8511,10,10,34,17,1,False
8512,12,10,26,13,5,False
8513,9,13,55,25,1,False
8514,7,7,22,12,1,False
8517,9,17,56,33,1,False
8519,10,7,42,17,1,False
8520,10,11,51,25,1,False
8521,22,24,85,44,13,False
8522,16,12,73,34,5,False
8523,17,27,109,94,21,False
8524,9,17,56,33,1,False
8526,24,17,86,46,17,False
8529,35,58,158,110,23,False
8530,13,10,61,27,3,False
8531,10,9,24,12,1,False
8533,12,9,32,18,3,False
8534,9,11,36,17,1,False
8536,12,10,39,19,1,False
8537,12,10,41,20,1,False
8538,10,12,38,20,1,False
8539,0,0,0,0,7,False
8540,8,12,38,20,1,False
8541,12,6,17,8,7,False
8542,8,9,26,13,1,False
8543,9,10,47,25,1,False
8545,9,10,34,19,1,False
8546,10,7,30,12,1,False
8547,9,8,28,15,1,False
8548,12,13,41,20,11,False
8550,12,10,26,13,5,False
8551,16,32,157,92,5,False
8552,7,3,8,3,1,False
8553,11,12,21,14,5,False
8554,11,17,118,56,23,False
8555,22,32,142,83,23,False
8556,13,21,43,38,3,False
8557,9,5,17,8,1,False
8558,19,14,72,29,9,False
8559,16,7,26,11,9,False
8560,11,8,23,11,3,False
8561,19,22,47,33,5,False
8562,14,31,110,78,7,False
8563,14,37,83,57,7,False
8564,11,7,23,9,3,False
8565,11,7,23,9,3,False
8566,17,12,131,79,7,False
8567,9,6,26,11,1,False
8568,19,47,189,135,27,False
8569,19,10,43,17,5,False
8570,18,17,38,30,9,False
8572,14,19,77,43,1,False
8573,9,9,23,15,7,False
8574,0,0,0,0,5,False
8575,9,14,27,16,1,False
8576,12,10,28,13,5,False
8577,16,12,52,22,9,False
8578,15,16,39,25,7,False
8579,12,6,16,7,5,False
8580,14,17,69,37,3,False
8582,10,10,25,12,3,False
8583,11,21,48,35,3,False
8584,13,19,95,47,3,False
8585,11,16,63,36,1,False
8586,10,15,56,31,1,False
8588,8,7,12,7,1,False
8589,17,14,46,25,9,False
8590,13,10,30,15,3,False
8591,4,9,12,11,1,False
8592,8,15,27,19,1,False
8593,9,18,37,24,1,False
8594,11,10,49,25,1,False
8595,13,11,35,14,5,False
8596,18,27,99,67,13,False
8597,18,30,81,59,9,False
8598,19,38,166,104,27,False
8600,12,22,46,36,1,False
8601,11,9,30,15,1,False
8603,0,0,0,0,1,False
8604,18,29,129,67,23,False
8605,13,11,37,16,5,False
8607,14,13,53,42,23,False
8609,4,4,9,6,3,False
8610,14,14,71,55,31,False
8613,0,0,0,0,13,False
8614,0,0,0,0,11,False
8615,14,24,51,32,9,False
8616,9,8,16,9,1,False
8617,11,18,44,35,1,False
8618,8,9,16,11,1,False
8619,12,23,57,43,1,False
8620,11,24,54,35,3,False
8621,15,10,37,17,19,False
8622,0,0,0,0,21,False
8623,5,5,10,5,1,False
8624,15,13,33,19,5,False
8625,11,7,95,72,21,False
8626,11,4,63,40,21,False
8627,14,23,161,151,17,False
8628,19,19,153,105,37,False
8629,16,11,42,34,5,False
8631,13,10,48,34,15,False
8632,13,10,48,34,15,False
8634,12,9,75,54,17,False
8635,5,15,28,27,1,False
8636,11,9,22,18,5,False
8638,12,6,27,10,3,False
8639,11,6,32,12,3,False
8640,9,5,13,5,1,False
8645,13,10,20,15,7,False
8646,20,74,189,160,55,False
8647,22,38,120,75,13,False
8648,0,0,0,0,25,False
8649,9,31,95,80,27,False
8650,11,10,18,11,5,False
8651,13,12,31,21,11,False
8652,30,40,183,112,33,False
8653,5,4,9,4,3,False
8654,14,19,47,40,7,False
8655,0,0,0,0,17,False
8656,17,11,300,147,27,False
8657,4,7,11,10,1,False
8658,0,0,0,0,55,False
8661,13,9,20,12,7,False
8662,15,9,44,24,11,False
8663,13,17,33,27,7,False
8664,6,4,6,4,1,False
8665,9,5,11,7,5,False
8666,5,6,6,6,3,False
8668,11,13,41,29,5,False
8670,9,7,13,9,7,False
8671,7,4,9,6,3,False
8672,23,18,79,55,11,False
8673,13,27,60,51,5,False
8674,15,15,52,30,11,False
8675,24,33,138,85,25,False
8676,16,6,56,20,7,False
8677,16,15,61,47,7,False
8679,6,4,8,5,1,False
8680,8,7,14,14,3,False
8681,11,14,22,17,5,False
8682,15,9,32,19,9,False
8683,12,16,47,33,5,False
8684,11,9,40,26,3,False
8685,13,16,52,45,7,False
8686,0,0,0,0,21,False
8687,6,4,7,8,3,False
8688,6,5,7,8,3,False
8689,0,0,0,0,11,False
8691,11,7,19,11,5,False
8692,11,15,40,34,9,False
8693,4,10,17,16,1,False
8694,13,6,18,11,5,False
8695,6,9,26,16,1,False
8699,0,0,0,0,69,False
8702,0,0,0,0,37,False
8703,21,12,43,31,13,False
8704,14,8,69,26,17,False
8705,15,13,77,52,17,False
8706,8,11,36,32,5,False
8708,0,0,0,0,9,False
8711,12,18,37,23,5,False
8712,12,14,33,23,3,False
8713,11,8,29,19,3,False
8714,3,6,13,6,1,False
8715,11,12,36,34,7,False
8717,7,3,8,4,1,False
8718,0,0,0,0,9,False
8719,12,15,30,24,5,False
8720,6,9,17,14,3,False
8721,9,17,44,35,5,False
8722,10,10,25,14,5,False
8723,17,12,42,19,6,False
8724,7,3,11,5,3,False
8727,24,58,225,189,31,False
8729,0,0,0,0,9,False
8734,11,25,58,51,5,False
8736,11,27,62,56,5,False
8737,20,14,197,80,13,False
8739,7,6,12,7,3,False
8740,7,9,13,10,1,False
8742,22,33,117,78,33,False
8743,18,15,103,71,12,False
8746,14,17,43,34,7,False
8748,13,18,42,31,7,False
8749,13,8,29,14,3,False
8750,0,0,0,0,29,False
8751,9,63,297,283,19,False
8752,1,0,1,0,1,False
8753,10,9,28,19,5,False
8754,13,38,137,100,13,False
8755,30,48,185,114,32,False
8756,8,7,15,10,5,False
8758,14,7,20,9,7,False
8760,8,7,18,13,5,False
8761,9,5,29,17,1,False
8762,7,4,8,4,1,False
8765,5,4,8,6,1,False
8766,16,23,88,62,7,False
8767,7,7,17,13,1,False
8768,21,31,115,93,17,False
8769,15,19,50,43,11,False
8770,12,11,30,17,5,False
8771,12,13,40,23,13,False
8772,18,18,66,47,7,False
8773,9,8,19,15,5,False
8775,5,7,7,7,1,False
8777,0,0,0,0,15,False
8778,0,0,0,0,23,False
8781,5,4,6,4,1,False
8782,7,15,33,25,1,False
8784,6,5,7,5,1,False
8785,6,18,35,33,1,False
8787,12,10,30,17,9,False
8788,13,18,41,30,9,False
8789,7,14,21,19,3,False
8790,5,10,12,12,1,False
8794,6,27,76,72,5,False
8795,5,3,7,6,3,False
8796,8,3,9,3,1,False
8799,10,14,28,23,7,False
8801,6,10,15,12,1,False
8802,12,7,15,9,5,False
8804,11,8,17,11,3,False
8806,14,11,20,16,7,False
8808,11,15,23,21,3,False
8809,9,7,12,7,7,False
8811,13,10,20,13,5,False
8812,11,6,14,7,5,False
8813,21,24,70,49,15,False
8815,10,7,15,13,7,False
8816,8,12,17,14,3,False
8819,10,7,13,12,3,False
8820,19,33,163,133,19,False
8821,12,33,147,108,3,False
8822,4,3,4,3,1,False
8823,7,10,20,12,1,False
8824,9,11,22,15,1,False
8825,7,10,14,11,1,False
8826,5,9,12,10,1,False
8828,0,0,0,0,25,False
8829,11,10,18,14,7,False
8832,10,10,19,14,7,False
8834,4,2,5,2,1,False
8835,4,4,6,4,1,False
8836,9,14,27,26,5,False
8837,5,4,7,4,3,False
8838,8,16,59,56,11,False
8840,8,10,17,13,3,False
8841,8,12,19,15,3,False
8842,8,4,11,7,3,False
8843,8,8,15,11,3,False
8844,12,7,26,14,7,False
8846,4,1,4,2,1,False
8848,24,30,131,91,23,False
8850,11,8,33,22,5,False
8851,10,30,82,74,13,False
8852,6,7,11,10,1,False
8854,7,4,12,7,3,False
8856,6,4,7,5,1,False
8857,9,12,20,15,3,False
8858,11,9,35,18,13,False
8859,10,7,18,15,5,False
8860,13,7,18,11,5,False
8861,0,0,0,0,25,False
8862,14,11,19,12,3,False
8863,5,14,22,17,1,False
8864,19,28,96,79,9,False
8866,18,13,61,39,11,False
8868,14,8,20,12,9,False
8869,13,8,29,14,3,False
8870,6,4,9,5,1,False
8872,13,12,26,18,7,False
8873,11,9,41,21,9,False
8874,7,6,8,6,1,False
8875,17,12,30,20,9,False
8876,13,15,30,21,5,False
8877,5,7,10,7,1,False
8878,44,59,632,269,79,False
8879,7,7,17,13,3,False
8880,5,18,54,52,1,False
8882,5,16,54,52,1,False
8885,15,11,53,26,7,False
8886,12,19,55,39,9,False
8887,7,19,32,31,13,False
8889,3,4,5,4,1,False
8890,0,0,0,0,15,False
8891,11,9,13,10,5,False
8894,14,13,37,30,9,False
8896,18,17,47,37,9,False
8897,15,10,84,40,9,False
8898,18,12,84,43,15,False
8899,12,14,28,18,7,False
8900,13,28,79,56,5,False
8901,19,44,224,151,21,False
8906,9,4,15,6,3,False
8908,17,23,84,69,11,False
8909,11,39,133,123,13,False
8910,14,8,20,13,9,False
8911,27,34,274,166,29,False
8912,12,16,52,35,15,False
8914,16,25,112,71,29,False
8915,13,19,88,56,27,False
8916,11,11,19,14,3,False
8918,19,29,89,66,15,False
8919,12,18,70,46,21,False
8920,12,16,27,21,5,False
8921,14,25,97,63,27,False
8923,11,13,28,20,3,False
8924,11,15,34,24,3,False
8925,11,14,31,22,3,False
8926,9,9,41,25,9,False
8927,14,19,54,39,7,False
8928,15,20,65,48,9,False
8929,6,6,7,6,1,False
8930,8,9,15,12,3,False
8931,6,6,11,8,5,False
8933,14,14,68,32,5,False
8934,16,18,86,63,17,False
8935,8,11,53,27,1,False
8936,10,12,23,14,4,False
8937,12,18,63,50,6,False
8947,4,3,5,3,3,False
8949,8,7,17,13,5,False
8950,9,16,25,20,3,False
8951,9,15,24,19,3,False
8953,13,24,75,49,7,False
8954,7,16,35,25,13,False
8956,8,6,20,13,5,False
8957,11,9,19,12,7,False
8958,15,10,20,15,7,False
8959,7,7,13,9,5,False
8960,6,4,7,4,1,False
8961,16,15,37,20,7,False
8963,5,7,9,7,1,False
8964,21,44,166,129,15,False
8965,13,16,51,34,15,False
8968,11,13,26,19,3,False
8969,11,15,32,23,3,False
8970,11,14,29,21,3,False
8971,16,20,101,61,19,False
8972,12,17,27,23,5,False
8973,17,21,82,55,15,False
8974,7,7,17,13,5,False
8977,11,11,69,38,1,False
8978,12,12,21,16,3,False
8979,18,28,94,77,25,False
8980,9,4,10,5,3,False
8981,5,4,9,6,1,False
8982,5,5,6,5,1,False
8983,3,2,3,2,1,False
8984,11,17,53,38,3,False
8985,13,21,36,29,5,False
8986,8,7,13,14,3,False
8987,12,13,28,25,9,False
8988,13,23,55,45,9,False
8989,6,7,14,9,3,False
8990,14,20,56,43,9,False
8991,13,26,56,43,15,False
8993,9,14,42,36,9,False
8995,11,30,91,79,7,False
8999,4,6,7,6,1,False
9000,7,26,53,48,7,False
9001,15,21,71,36,9,False
9002,6,4,7,7,3,False
9003,5,4,9,5,3,False
9004,25,84,333,253,47,False
9005,11,19,52,39,13,False
9006,14,20,86,61,9,False
9008,16,23,93,65,17,False
9009,11,28,53,51,3,False
9011,4,2,4,2,1,False
9012,11,7,18,14,3,False
9014,12,10,32,23,5,False
9015,4,4,10,6,1,False
9017,14,13,39,24,1,False
9018,9,10,25,16,1,False
9019,9,7,16,13,3,False
9021,15,35,104,97,11,False
9022,9,10,16,13,5,False
9023,14,14,40,37,9,False
9027,8,12,25,24,7,False
9029,10,27,42,33,5,False
9030,9,7,10,8,3,False
9031,15,8,27,14,11,False
9032,7,5,9,5,3,False
9033,9,12,22,17,3,False
9034,13,7,17,10,1,False
9035,8,8,15,12,3,False
9037,7,5,12,9,3,False
9039,8,9,18,15,7,False
9043,7,6,10,7,1,False
9044,6,5,30,17,5,False
9046,7,8,13,10,5,False
9050,21,10,70,45,19,False
9051,4,4,5,4,1,False
9053,11,8,32,23,9,False
9054,0,0,0,0,11,False
9056,18,49,153,121,21,False
9057,13,17,82,68,9,False
9058,9,5,19,10,3,False
9059,10,3,19,6,3,False
9061,10,11,23,19,5,False
9063,9,15,44,38,5,False
9064,17,16,89,69,11,False
9065,17,14,93,64,11,False
9067,5,5,10,5,3,False
9069,5,5,10,6,3,False
9071,19,36,115,79,11,False
9073,15,16,57,43,11,False
9074,4,17,25,24,1,False
9075,12,15,47,32,3,False
9076,15,18,54,33,11,False
9077,0,0,0,0,25,False
9078,10,11,21,18,7,False
9079,10,8,33,21,3,False
9080,13,11,26,25,9,False
